int logctl_get(): open '/dev/hwlog_switch' fail -1, 13. Permission denied
Note: log switch off, only log_main and log_events will have logs!
--------- beginning of system
12-20 17:03:26.007  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:26.007  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:26.012  1045  1390 D NetdConnector: SND -> {881 bandwidth gettetherstats}
12-20 17:03:26.013  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.014  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24688571
12-20 17:07:40.318  1045  1056 W System.err: java.lang.SecurityException: Permission Denial: opening provider com.huawei.android.launcher.LauncherProvider from ProcessRecord{923bd93 5119:0:com.wandoujia.phoenix2/u0a111} (pid=5119, uid=10111) requires com.huawei.android.launcher.permission.READ_SETTINGS or com.huawei.android.launcher.permission.WRITE_SETTINGS
12-20 17:07:40.318  1045  1056 W System.err: 	at com.android.server.am.ActivityManagerService.getContentProviderImpl(ActivityManagerService.java:10276)
12-20 17:07:40.318  1045  1056 W System.err: 	at com.android.server.am.ActivityManagerService.getContentProvider(ActivityManagerService.java:10615)
12-20 17:07:40.318  1045  1056 W System.err: 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:828)
12-20 17:07:40.318  1045  1056 W System.err: 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2737)
12-20 17:07:40.318  1045  1056 W System.err: 	at com.android.server.am.HwActivityManagerService.onTransact(HwActivityManagerService.java:425)
12-20 17:07:40.318  1045  1056 W System.err: 	at android.os.Binder.execTransact(Binder.java:453)
12-20 17:07:40.319  1045  2323 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.322  1045  2388 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.324  1045  2421 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.325  1045  2418 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.326  4948  4948 I HwCust  : Constructor found for class android.app.HwCustNotificationImpl
12-20 17:07:40.326  4948  4948 D HwCust  : Create obj success use class android.app.HwCustNotificationImpl
12-20 17:07:40.327  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.330  1045  1822 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.331  1045  1045 D HwNotificationManagerService: generateConver: pkgname = com.wandoujia.phoenix2, uid = 10111
12-20 17:07:40.336  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.338  1045  1045 D HwCust  : Create obj success use class android.content.res.HwCustHwResourcesImpl
12-20 17:07:40.339  1045  1045 I HwActivityManagerService: ProcessRecord ProcessRecord{e4454ad 0:0:system/1000} is not a cloned process
12-20 17:07:40.339  1045  1045 I HwActivityManagerService: ProcessRecord ProcessRecord{e4454ad 0:0:system/1000} is not a cloned process
12-20 17:07:40.340  1045  2325 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.341  1045  1045 D HwNotificationManagerService: coverNotificationContentView: Add new conver , NotificationContentViewRecord{aa6255b pkg=com.wandoujia.phoenix2 uid=10111 id=5 tag=null userId=0}
12-20 17:07:40.341  1045  2325 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.343  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.343  1045  1387 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.344  1045  1045 W NotificationService: NOSOUND: no valid sound
12-20 17:07:40.344  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.344  1045  1056 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.346  1531 11340 D StatusBar: onNotificationPosted: StatusBarNotification(pkg=com.wandoujia.phoenix2 user=UserHandle{0} id=5 tag=null score=20 key=0|com.wandoujia.phoenix2|5|null|10111: Notification(pri=2 contentView=com.wandoujia.phoenix2/0x7f030185 vibrate=null sound=null defaults=0x0 flags=0x12 color=0x00000000 vis=PRIVATE)), when=Sun Aug 17 15:12:55 GMT+08:00 292278994
12-20 17:07:40.347  1045  2098 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.350  1045  2418 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.350  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.351  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.355  2109  2944 I SendBroadcastPermission: action:com.qihoo.appstore.ACTION_NOTIFICATION_POSTED, mPermissionType:0
12-20 17:07:40.355  1045  1045 D HwNotificationManagerService: generateConver: pkgname = com.wandoujia.phoenix2, uid = 10111
12-20 17:07:40.355  1045  1056 V SMCSAMSHelper: SMCSAMSHelper.addSTPEvent: cost 0 ms end.
12-20 17:07:40.355  1045  1056 V SMCSAMSHelper: SMCSAMSHelper.smartTrimAddProcessRelation: cost 0 ms end.
12-20 17:07:40.355  1045  1045 I HwActivityManagerService: ProcessRecord ProcessRecord{e4454ad 0:0:system/1000} is not a cloned process
12-20 17:07:40.357  1531  1663 D HwNotificationHelper: process: notification=StatusBarNotification(pkg=com.wandoujia.phoenix2 user=UserHandle{0} id=5 tag=null score=20 key=0|com.wandoujia.phoenix2|5|null|10111: Notification(pri=2 contentView=com.wandoujia.phoenix2/0x7f030185 vibrate=null sound=null defaults=0x0 flags=0x12 color=0x00000000 vis=PRIVATE)), when=Sun Aug 17 15:12:55 GMT+08:00 292278994
12-20 17:07:40.358  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.360  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.360  1045  1045 I HwActivityManagerService: ProcessRecord ProcessRecord{e4454ad 0:0:system/1000} is not a cloned process
12-20 17:07:40.362  1045  1057 I ActivityManager: collectReceiverComponents for intent: Intent { act=com.qihoo.appstore.ACTION_NOTIFICATION_POSTED flg=0x10 (has extras) }, receivers: null
12-20 17:07:40.366  1045  2325 W ActivityManager: getRunningAppProcesses: caller 10248 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.368  4948  5603 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.369  1531  1663 D HwCust  : Create obj success use class android.content.res.HwCustHwResourcesImpl
12-20 17:07:40.369  4948  5603 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.370  4948  5603 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.371  1531  1663 I HwResources: load icon id : 7f02009c, pkgName : com.wandoujia.phoenix2
12-20 17:07:40.371  1045  1045 D HwNotificationManagerService: coverNotificationContentView: update cover NotificationContentViewRecord{aa6255b pkg=com.wandoujia.phoenix2 uid=10111 id=5 tag=null userId=0}
12-20 17:07:40.374  1531  1663 I HwResources: icon : com.wandoujia.phoenix2 found in theme
12-20 17:07:40.374  1045  1045 W NotificationService: NOSOUND: no valid sound
12-20 17:07:40.375  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.376  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.382  1531  1548 D StatusBar: onNotificationPosted: StatusBarNotification(pkg=com.wandoujia.phoenix2 user=UserHandle{0} id=5 tag=null score=20 key=0|com.wandoujia.phoenix2|5|null|10111: Notification(pri=2 contentView=com.wandoujia.phoenix2/0x7f030185 vibrate=null sound=null defaults=0x0 flags=0x12 color=0x00000000 vis=PRIVATE)), when=Sun Aug 17 15:12:55 GMT+08:00 292278994
12-20 17:07:40.383  4948  5602 D HwCust  : Create obj success use class android.content.res.HwCustHwResourcesImpl
12-20 17:07:40.385  4418  4427 I art     : current process_level is : -17
12-20 17:07:40.385  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.385  4948  5601 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.388  1045  1095 I ActivityManager: retrieveServiceLocked, callerApp: ProcessRecord{e4454ad 0:0:system/1000}, flags: 400
12-20 17:07:40.389  1045  1095 I ActivityManager: bindServiceLocked, r: ServiceRecord{217bc37 u0 euid: 0 com.android.defcontainer/.DefaultContainerService}, euid: 0
12-20 17:07:40.389  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.390  3600  3600 I SendBroadcastPermission: action:com.qihoo.appstore.ACTION_NOTIFICATION_POSTED, mPermissionType:0
12-20 17:07:40.395  1531  1663 D NotificationIconHelper: isCloneProcess, pid = 4948
12-20 17:07:40.396  1045  2421 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.396  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9312
12-20 17:07:40.396  1531  1531 D StatusBar: onNotificationPosted  sbn_name = com.wandoujia.phoenix2 sbn_key = 0|com.wandoujia.phoenix2|5|null|10111 ,sbn_id = 5, headsUp.getKey()null
12-20 17:07:40.398  1531  1531 D NotificationIconHelper: isCloneProcess, pid = 4948
12-20 17:07:40.399  1045  2323 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.399  4948  5603 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.401  1531  1531 D NotificationIconHelper: isCloneProcess, pid = 4948
12-20 17:07:40.401  1045  1626 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.402  1045  2328 I ActivityManager: collectReceiverComponents for intent: Intent { act=com.qihoo.appstore.ACTION_NOTIFICATION_POSTED flg=0x10 (has extras) }, receivers: null
12-20 17:07:40.402  2109  2944 I SendBroadcastPermission: action:com.qihoo.appstore.ACTION_NOTIFICATION_POSTED, mPermissionType:0
12-20 17:07:40.403  4948  5603 E ActivityThread: Failed to find provider info for com.ali.money.shield.sdk.cleaner.provider
12-20 17:07:40.405  1045  1057 I ActivityManager: collectReceiverComponents for intent: Intent { act=com.qihoo.appstore.ACTION_NOTIFICATION_POSTED flg=0x10 (has extras) }, receivers: null
12-20 17:07:40.408  1045  2325 W ActivityManager: getRunningAppProcesses: caller 10248 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.409  4948  5601 D HwCust  : Create obj success use class android.content.res.HwCustHwResourcesImpl
12-20 17:07:40.427  3600  3600 I SendBroadcastPermission: action:com.qihoo.appstore.ACTION_NOTIFICATION_POSTED, mPermissionType:0
12-20 17:07:40.429  1045  2390 I ActivityManager: collectReceiverComponents for intent: Intent { act=com.qihoo.appstore.ACTION_NOTIFICATION_POSTED flg=0x10 (has extras) }, receivers: null
12-20 17:07:40.434  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.444  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9379
12-20 17:07:40.460  1045  2388 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.461  4451  4494 I LocalServer: [2017-12-20 17:07:40.461485 4451 4494] on_server_data: offset=452880, len=1360
12-20 17:07:40.463  4451  4494 I LocalServer: [2017-12-20 17:07:40.463907 4451 4494] on_server_data: offset=644640, len=1360
12-20 17:07:40.464  4451  4494 I LocalServer: [2017-12-20 17:07:40.464080 4451 4494] on_server_data: offset=352240, len=6800
12-20 17:07:40.468  4451  4494 I LocalServer: [2017-12-20 17:07:40.468451 4451 4494] on_server_data: offset=359040, len=2720
12-20 17:07:40.468  4451  4494 I LocalServer: [2017-12-20 17:07:40.468784 4451 4494] on_server_data: offset=361760, len=1360
12-20 17:07:40.469  4451  4494 I LocalServer: [2017-12-20 17:07:40.469086 4451 4494] on_server_data: offset=297840, len=1360
12-20 17:07:40.470  4451  4494 I LocalServer: [2017-12-20 17:07:40.470045 4451 4494] on_server_data: offset=238000, len=1360
12-20 17:07:40.470  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.476  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.485  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.492  4451  4923 V LiveCloudPlayer.java: [run:1540] onProgressChange total : 155760 pro : 9287
12-20 17:07:40.492  4451  4923 V PlayMonitor.java: [stat:57] stat. what: 1 arg1: 155760 arg2: 9287 obj: 
12-20 17:07:40.492  4451  4923 D LiveCloudPlayer.java: [getCurrentPosition:818] getCurrentPosition
12-20 17:07:40.492  4451  4923 D LiveCloudPlayer.java: [getDuration:803] getDuration
12-20 17:07:40.493  4451  4923 I LocalServer: [2017-12-20 17:07:40.493090 4451 4923] LSGetFileCachedSize rid[vr6GlxxdoLnQ] url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95]
12-20 17:07:40.493  4451  4494 I LocalServer: [2017-12-20 17:07:40.493206 4451 4494] dealing with a customer task, type[2]
12-20 17:07:40.493  4451  4494 I LocalServer: [2017-12-20 17:07:40.493274 4451 4494] going to get the cached size of vr6GlxxdoLnQ, url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95]
12-20 17:07:40.493  4451  4923 I LocalServer: [2017-12-20 17:07:40.493345 4451 4923] finally we got the cached size[7522724] totalSize[7522724], id[vr6GlxxdoLnQ], url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95]
12-20 17:07:40.493  4451  4923 I LocalServer: [2017-12-20 17:07:40.493428 4451 4923] LSGetFileAvailedSize rid[vr6GlxxdoLnQ] url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95] offset[448533]
12-20 17:07:40.493  4451  4494 I LocalServer: [2017-12-20 17:07:40.493506 4451 4494] dealing with a customer task, type[1]
12-20 17:07:40.493  4451  4494 I LocalServer: [2017-12-20 17:07:40.493556 4451 4494] going to get the availed size of vr6GlxxdoLnQ, url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95] offset[448533]
12-20 17:07:40.493  4451  4923 I LocalServer: [2017-12-20 17:07:40.493617 4451 4923] finally we got the availed size[7074191], id[vr6GlxxdoLnQ] url[http://127.0.0.1:8123/play?id=vr6GlxxdoLnQ&u=http://q2.v.k.360kan.com/vod-xinxiliu-tv-q2-bj/59985618_088d2371a-e494-44ed-9d32-2e799dbdce64.mp4?time%3d1513760792%26sign%3dd2c37fc22913360afa589c691c0c8b95]
12-20 17:07:40.493  4451  4923 V LiveCloudPlayer.java: [getCacheDuration:2595] cache duration localserver: 146473
12-20 17:07:40.494  4451  4923 I LiveCloudPlayer.java: [run:1571] cache duration: 146473
12-20 17:07:40.494  4451  4923 V PlayMonitor.java: [stat:57] stat. what: 0 arg1: 146473 arg2: 0 obj: 
12-20 17:07:40.494  4451  4923 D LiveCloudPlayer.java: [isPlaying:738] isPlaying
12-20 17:07:40.494  4451  4923 D LiveCloudPlayer.java: [setCurState:1828] CurState=PLAYING
12-20 17:07:40.498  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9446
12-20 17:07:40.511  4451  4451 D LiveCloudPlayer.java: [getDuration:803] getDuration
12-20 17:07:40.511  4451  4451 D LiveCloudPlayer.java: [getCurrentPosition:818] getCurrentPosition
12-20 17:07:40.512  4451  4451 D PlayerActivity.java: [run:315] cache progress: 101
12-20 17:07:40.513  1531  1531 W View    : requestLayout() improperly called by com.android.systemui.statusbar.phone.IconMerger{ea0d4c5 V.E...... ........ 0,0-216,72 #7f1000e8 app:id/notificationIcons} during second layout pass: posting in next frame
12-20 17:07:40.530  1531  1588 D NetWorkUtils: mVsimId is -1
12-20 17:07:40.531  1531  1531 D NetWorkUtils: mVsimId is -1
12-20 17:07:40.533  1045  1626 W SettingsProvider: You shouldn't not change private system settings, name = dd7893586a493dc3
12-20 17:07:40.533  1045  1626 W SettingsProvider: You shouldn't keep your settings in the secure settings. This will soon become an error.
12-20 17:07:40.534  1045  2316 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.537  1531  1588 D NetWorkUtils: mVsimId is -1
12-20 17:07:40.537  1045  1387 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.539  1531  1531 D NetWorkUtils: mVsimId is -1
12-20 17:07:40.540  2285 19614 I PgedBinderListener: kstate callback type:16 value1=24419 value2=CALLED
12-20 17:07:40.545  4451  4494 I LocalServer: [2017-12-20 17:07:40.545445 4451 4494] on_server_data: offset=646000, len=5440
12-20 17:07:40.545  1045  2418 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.546  4451  4494 I LocalServer: [2017-12-20 17:07:40.546603 4451 4494] on_server_data: offset=299200, len=5440
12-20 17:07:40.548  4451  4494 I LocalServer: [2017-12-20 17:07:40.548195 4451 4494] on_server_data: offset=304640, len=1360
12-20 17:07:40.555  4948  5601 D HwCust  : Create obj success use class android.content.res.HwCustHwResourcesImpl
12-20 17:07:40.556  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.557  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.559  4451  4494 I LocalServer: [2017-12-20 17:07:40.559764 4451 4494] on_server_data: offset=470560, len=6800
12-20 17:07:40.560  4451  4494 I LocalServer: [2017-12-20 17:07:40.560184 4451 4494] on_server_data: offset=477360, len=1360
12-20 17:07:40.560  4451  4494 I LocalServer: [2017-12-20 17:07:40.560372 4451 4494] on_server_data: offset=478720, len=1360
12-20 17:07:40.560  4451  4494 I LocalServer: [2017-12-20 17:07:40.560832 4451 4494] on_server_data: offset=480080, len=1360
12-20 17:07:40.560  4451  4494 I LocalServer: [2017-12-20 17:07:40.560959 4451 4494] on_server_data: offset=481440, len=1360
12-20 17:07:40.568  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.569  4451  4494 I LocalServer: [2017-12-20 17:07:40.568961 4451 4494] on_server_data: offset=482800, len=2720
12-20 17:07:40.569  4451  4494 I LocalServer: [2017-12-20 17:07:40.569303 4451 4494] on_server_data: offset=485520, len=1360
12-20 17:07:40.569  4451  4494 I LocalServer: [2017-12-20 17:07:40.569585 4451 4494] on_server_data: offset=486880, len=1360
12-20 17:07:40.570  4451  4494 I LocalServer: [2017-12-20 17:07:40.569801 4451 4494] on_server_data: offset=488240, len=1360
12-20 17:07:40.570  4451  4494 I LocalServer: [2017-12-20 17:07:40.570304 4451 4494] on_server_data: offset=489600, len=1360
12-20 17:07:40.571  4451  4494 I LocalServer: [2017-12-20 17:07:40.571419 4451 4494] on_server_data: offset=490960, len=1360
